,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C13,C14,C16,C18,C19,C20,C21,C22,C23,C24,C27,C28,C29
397,0.0,57,yes,V1,10.0,V3,V2,V4,V1,1154,V3,V2,18634,V1,4420,4,V4,V1,3,V2,4,V2,1.0
398,0.0,49,yes,V5,30.0,V3,V5,V3,V2,3656,V2,V2,90601,V1,5677,4,V4,V1,2,V2,4,V3,1.0
399,0.0,28,yes,V4,23.0,V3,V1,V4,V4,2284,V3,V3,24238,V1,5514,2,V2,V2,1,V2,4,V3,1.0
400,0.0,32,yes,V2,17.0,V3,V1,V4,V1,2050,V3,V3,13138,V1,4610,1,V2,V1,1,V2,4,V3,1.0
401,1.0,24,yes,V3,17.0,V3,V1,V1,V1,3190,V3,V3,16956,V1,4261,2,V2,V1,1,V2,2,V2,1.0
402,0.0,30,yes,V4,36.0,V9,V2,V2,V2,9857,V3,V2,13299,V1,3913,3,V3,V2,2,V2,1,V3,2.0
403,0.0,65,yes,V3,9.0,V3,V3,V2,V1,789,V3,V2,72211,V1,4855,3,V2,V1,1,V2,4,V2,1.0
404,0.0,55,yes,V1,41.0,V1,V1,V2,V3,9282,V3,V4,32118,V1,4415,2,V1,V2,1,V3,1,V3,1.0
405,0.0,40,yes,V3,30.0,V1,V1,V1,V2,3857,V3,V4,60019,V1,3860,4,V2,V2,1,V2,4,V1,1.0
406,0.0,25,yes,V4,29.0,V3,V1,V4,V4,5770,V3,V3,22209,V1,3606,2,V4,V1,2,V2,4,V2,1.0
407,0.0,34,yes,V3,18.0,V7,V2,V1,V4,4379,V3,V2,39948,V1,4243,4,V2,V2,1,V2,3,V3,2.0
408,1.0,36,yes,V2,11.0,V7,V1,V1,V1,1274,V3,V2,35774,V1,6413,1,V2,V1,1,V2,3,V2,1.0
409,0.0,32,yes,V5,18.0,V9,V1,V2,V1,4438,V1,V4,104313,V2,5394,1,V2,V2,1,V2,1,V3,1.0
410,0.0,42,yes,V5,24.0,V3,V5,V2,V4,5083,V3,V3,19583,V1,4447,4,V2,V2,1,V2,2,V2,1.0
411,0.0,29,yes,V2,20.0,V3,V4,V1,V4,3356,V1,V3,16391,V1,6195,2,V2,V1,1,V2,4,V2,1.0
412,0.0,29,no,V2,23.0,V2,V5,V1,V2,7720,V3,V3,33488,V1,5634,2,V2,V2,1,V2,1,V2,1.0
413,0.0,32,yes,V3,5.0,V2,V4,V4,V1,1543,V3,V3,15935,V1,3530,2,V2,V1,1,V2,4,V1,1.0
414,0.0,36,yes,V2,23.0,V7,V2,V2,V4,3877,V3,V3,24006,V1,4879,2,V4,V2,1,V2,4,V1,1.0
415,0.0,31,no,V4,17.0,V7,V5,V4,V2,2661,V3,V3,38795,V1,4926,3,V2,V1,1,V2,4,V3,1.0
416,0.0,23,no,V4,21.0,V7,V5,V1,V1,3763,V3,V2,15769,V2,3658,2,V2,V1,1,V2,2,V3,1.0
417,1.0,33,yes,V2,42.0,V3,V1,V1,V4,3965,V3,V3,54691,V1,5401,3,V2,V1,1,V2,4,V3,1.0
418,0.0,37,yes,V3,8.0,V3,V1,V2,V1,2118,V3,V2,11643,V1,4955,2,V2,V1,1,V2,2,V3,2.0
419,0.0,23,yes,V4,6.0,V3,V1,V4,V4,1554,V3,V3,42891,V1,4887,2,V4,V2,2,V1,1,V2,1.0
420,0.0,36,yes,V5,35.0,V3,V1,V2,V1,2337,V3,V3,51514,V1,5730,4,V4,V1,1,V2,4,V3,1.0
421,0.0,36,yes,V5,9.0,V3,V1,V2,V1,1153,V3,V2,5677,V1,6757,4,V4,V1,3,V2,2,V3,1.0
422,0.0,26,yes,V3,13.0,V7,V1,V4,V4,801,V3,V2,13700,V1,4241,2,V3,V1,2,V2,4,V3,1.0
423,1.0,24,yes,V3,11.0,V7,V1,V1,V1,1228,V3,V2,6181,V1,5099,2,V2,V1,1,V2,4,V2,1.0
424,0.0,41,yes,V4,4.0,V3,V1,V4,V1,1503,V3,V2,6310,V1,3358,1,V4,V1,2,V2,2,V3,2.0
425,0.0,47,yes,V3,9.0,V7,V1,V4,V4,2133,V3,V3,16710,V1,6365,4,V4,V2,3,V2,4,V3,1.0
426,0.0,48,yes,V5,23.0,V3,V1,V2,V2,1743,V3,V2,21207,V1,5468,2,V4,V1,2,V2,4,V3,1.0
427,1.0,25,yes,V3,14.0,V7,V2,V2,V2,1264,V3,V3,9731,V1,5725,2,V1,V1,1,V1,2,V4,1.0
428,1.0,38,yes,V1,18.0,V1,V1,V2,V3,12976,V3,V4,6643,V1,4569,4,V2,V2,1,V3,3,V2,1.0
429,0.0,23,yes,V4,29.0,V1,V5,V4,V2,4811,V2,V2,22750,V1,5785,4,V2,V1,1,V1,2,V2,1.0
430,0.0,23,yes,V3,17.0,V3,V1,V4,V4,1799,V3,V3,28896,V1,3264,2,V4,V1,2,V2,4,V3,1.0
431,1.0,38,yes,V5,17.0,V7,V1,V4,V3,6458,V1,V4,37446,V1,3737,4,V1,V2,2,V2,2,V3,2.0
432,0.0,19,yes,V2,11.0,V1,V5,V4,V4,4675,V3,V3,24748,V1,4720,4,V2,V1,1,V1,1,V2,1.0
433,1.0,53,yes,V1,30.0,V1,V5,V4,V1,7485,V1,V4,102614,V1,5635,1,V1,V2,1,V2,4,V2,1.0
434,0.0,26,no,V3,8.0,V7,V2,V4,V1,3576,V3,V3,24752,V3,4976,2,V2,V1,1,V1,1,V3,2.0
435,0.0,36,yes,V5,29.0,V7,V5,V2,V1,2180,V3,V3,26452,V1,5265,4,V4,V1,2,V2,4,V3,1.0
436,0.0,34,yes,V3,23.0,V3,V1,V4,V1,2684,V3,V2,49922,V1,3498,2,V4,V1,2,V2,4,V3,1.0
437,1.0,46,yes,V3,36.0,V6,V2,V2,V3,12612,V3,V3,37790,V1,3561,4,V2,V2,1,V3,1,V3,2.0
438,0.0,36,yes,V2,17.0,V3,V1,V1,V3,1940,V1,V4,59979,V2,4354,4,V1,V2,1,V3,3,V3,1.0
439,1.0,26,yes,V3,40.0,V6,V1,V1,V3,5997,V1,V3,19467,V1,4994,3,V4,V2,1,V2,4,V3,1.0
440,1.0,44,yes,V3,18.0,V2,V1,V1,V4,1553,V1,V3,32874,V1,5725,3,V1,V1,1,V2,4,V3,1.0
441,0.0,34,yes,V3,14.0,V3,V1,V4,V3,1471,V3,V3,112158,V1,5171,4,V4,V2,2,V3,4,V3,1.0
442,0.0,34,no,V3,9.0,V7,V2,V4,V1,1418,V3,V2,35365,V1,6395,2,V2,V1,1,V1,3,V3,1.0
443,0.0,49,yes,V5,8.0,V3,V2,V3,V1,1125,V3,V3,52744,V1,6258,4,V2,V1,1,V2,2,V1,1.0
444,0.0,46,yes,V5,47.0,V9,V5,V4,V4,7628,V1,V4,31121,V1,5329,2,V4,V1,2,V2,4,V1,2.0
445,0.0,57,yes,V5,30.0,V3,V5,V4,V4,1867,V3,V3,5038,V1,3872,4,V2,V2,1,V2,4,V3,1.0
446,0.0,18,yes,V2,11.0,V2,V4,V2,V1,983,V3,V2,21381,V1,3511,4,V2,V1,1,V1,1,V2,1.0
447,0.0,25,yes,V2,24.0,V7,V1,V2,V2,1200,V3,V3,47909,V1,3601,1,V2,V1,1,V2,4,V3,1.0
448,0.0,23,yes,V4,12.0,V9,V2,V2,V1,841,V3,V2,24288,V1,5184,4,V2,V1,1,V1,2,V2,1.0
449,0.0,40,yes,V3,11.0,V7,V1,V1,V1,3938,V3,V2,8629,V1,5459,2,V4,V1,2,V2,1,V3,2.0
450,0.0,35,yes,V4,23.0,V1,V1,V4,V4,4678,V3,V2,20911,V1,5570,3,V3,V2,2,V2,3,V3,1.0
451,0.0,25,yes,V2,12.0,V7,V1,V3,V1,1329,V3,V3,23504,V1,5226,1,V2,V1,1,V2,4,V3,1.0
452,1.0,22,yes,V3,47.0,V9,V1,V2,V4,15671,V3,V3,73717,V1,3366,2,V2,V2,1,V2,2,V3,1.0
453,0.0,28,yes,V2,23.0,V3,V2,V2,V4,2895,V3,V3,43527,V1,4683,1,V2,V1,1,V2,2,V3,1.0
454,0.0,46,yes,V3,18.0,V2,V1,V4,V3,1983,V1,V3,43690,V1,3995,4,V2,V1,2,V3,4,V3,1.0
455,0.0,31,yes,V3,24.0,V3,V5,V3,V4,3148,V3,V3,56785,V1,4407,2,V4,V2,2,V2,3,V3,1.0
456,0.0,40,yes,V5,24.0,V1,V5,V4,V4,6313,V3,V4,32756,V1,5399,4,V2,V2,1,V2,3,V3,2.0
457,1.0,52,yes,V1,12.0,V3,V5,V2,V3,6468,V3,V4,20713,V1,6122,1,V2,V2,1,V2,2,V3,1.0
458,1.0,37,yes,V3,48.0,V9,V5,V4,V1,3913,V1,V3,65888,V1,5365,2,V2,V1,1,V2,4,V1,1.0
459,1.0,26,yes,V1,17.0,V6,V1,V1,V1,750,V3,V1,20333,V1,5529,1,V2,V1,1,V2,4,V2,1.0
460,0.0,26,yes,V3,33.0,V9,V1,V4,V4,2763,V3,V3,69683,V1,5007,2,V3,V2,2,V2,2,V2,1.0
461,1.0,28,yes,V3,11.0,V7,V1,V1,V1,3499,V3,V3,68415,V2,4432,2,V4,V1,2,V2,3,V2,1.0
462,1.0,56,yes,V5,35.0,V7,V1,V2,V3,2225,V1,V3,63215,V1,4744,4,V3,V2,2,V3,4,V3,1.0
463,0.0,42,yes,V3,18.0,V2,V1,V4,V1,2514,V3,V3,14003,V1,4474,4,V2,V2,1,V2,3,V3,1.0
464,0.0,49,yes,V5,12.0,V2,V5,V1,V2,1262,V3,V2,36278,V1,5304,4,V2,V2,1,V2,2,V1,1.0
465,0.0,52,yes,V5,24.0,V2,V3,V4,V2,2834,V3,V3,22450,V1,6300,4,V2,V1,1,V2,3,V3,1.0
466,0.0,48,yes,V4,11.0,V6,V1,V4,V1,2095,V3,V2,2062,V1,6071,3,V4,V1,1,V2,2,V3,2.0
467,0.0,27,yes,V1,45.0,V1,V2,V2,V4,4575,V3,V3,1446,V1,5092,4,V4,V1,1,V2,3,V3,1.0
468,0.0,29,yes,V3,24.0,V3,V2,V4,V4,1901,V3,V4,33210,V1,5819,4,V2,V2,1,V1,4,V3,1.0
469,1.0,46,yes,V4,48.0,V7,V1,V1,V3,3930,V3,V3,59416,V1,4141,4,V2,V1,1,V3,4,V3,2.0
470,0.0,37,yes,V3,47.0,V9,V5,V2,V3,6680,V3,V3,17029,V1,4994,4,V3,V2,1,V3,4,V3,2.0
471,0.0,63,yes,V3,6.0,V3,V1,V2,V1,753,V3,V3,12004,V3,3255,3,V2,V1,1,V2,2,V2,1.0
472,0.0,40,no,V2,5.0,V7,V1,V1,V1,1361,V3,V2,34829,V1,4660,4,V4,V1,1,V2,2,V3,2.0
473,1.0,29,yes,V3,20.0,V7,V5,V4,V2,5003,V1,V3,57376,V1,4814,4,V5,V2,2,V2,1,V2,1.0
474,0.0,34,yes,V3,30.0,V2,V4,V2,V4,3495,V2,V3,75183,V1,5599,2,V1,V2,1,V2,4,V3,2.0
475,0.0,47,yes,V5,24.0,V3,V2,V3,V3,1376,V3,V3,35214,V1,4832,2,V2,V2,1,V3,4,V2,1.0
476,1.0,26,yes,V2,20.0,V6,V1,V1,V2,3414,V3,V3,29691,V1,4200,1,V3,V1,2,V2,2,V3,1.0
477,0.0,44,yes,V5,15.0,V2,V1,V1,V4,1477,V3,V3,40156,V1,5063,4,V4,V2,2,V2,4,V3,2.0
478,1.0,31,yes,V5,24.0,V9,V1,V2,V1,1935,V3,V3,9278,V1,3823,4,V4,V2,2,V2,4,V1,1.0
479,0.0,24,yes,V5,20.0,V2,V1,V1,V2,4272,V3,V3,40551,V1,5043,4,V4,V1,2,V2,1,V2,1.0
480,0.0,35,yes,V2,14.0,V7,V1,V1,V1,1720,V3,V3,51868,V1,3794,3,V2,V1,1,V2,2,V3,1.0
481,0.0,44,yes,V5,15.0,V1,V5,V4,V3,1299,V1,V3,36266,V1,5298,4,V2,V1,1,V3,4,V3,2.0
482,0.0,56,yes,V5,12.0,V3,V1,V4,V1,617,V3,V3,25031,V1,3596,4,V4,V1,1,V2,4,V3,1.0
483,0.0,64,yes,V5,11.0,V3,V5,V4,V1,930,V3,V3,29055,V1,7595,4,V4,V1,4,V2,4,V3,1.0
484,0.0,62,yes,V5,29.0,V1,V5,V4,V4,7596,V3,V3,62436,V1,6186,4,V4,V1,2,V2,1,V3,1.0
485,1.0,35,yes,V5,6.0,V6,V1,V1,V3,1198,V3,V3,220716,V1,7429,4,V1,V1,1,V3,4,V2,1.0
486,0.0,26,yes,V3,8.0,V9,V1,V2,V1,1391,V1,V3,14946,V1,5026,1,V2,V2,1,V2,2,V4,1.0
487,1.0,24,yes,V3,15.0,V4,V5,V1,V4,1274,V3,V3,24852,V1,5842,2,V2,V1,1,V1,4,V2,1.0
488,0.0,27,yes,V3,12.0,V3,V1,V4,V1,776,V3,V3,24208,V1,6046,2,V2,V1,1,V2,4,V4,1.0
489,0.0,26,yes,V3,24.0,V9,V2,V4,V2,4139,V3,V2,52936,V1,4551,3,V4,V2,2,V2,3,V3,1.0
490,0.0,59,yes,V5,24.0,V7,V4,V4,V1,1940,V3,V3,58731,V1,5078,4,V4,V2,1,V2,4,V3,1.0
491,0.0,45,yes,V5,17.0,V3,V4,V4,V4,1582,V3,V3,24953,V1,4297,4,V4,V1,2,V2,4,V3,1.0
492,0.0,32,yes,V3,9.0,V7,V5,V2,V1,3195,V3,V2,22386,V1,4796,2,V2,V1,1,V2,1,V2,1.0
493,0.0,58,yes,V5,15.0,V7,V5,V4,V4,5044,V3,V3,62367,V1,3897,4,V4,V2,1,V2,1,V2,1.0
494,0.0,20,yes,V5,23.0,V2,V5,V3,V3,3617,V3,V3,79418,V2,4744,4,V4,V1,2,V1,4,V3,1.0
495,1.0,31,yes,V3,24.0,V3,V2,V1,V4,1282,V3,V2,14751,V1,3933,2,V2,V1,1,V2,4,V2,1.0
496,0.0,54,no,V4,11.0,V1,V4,V4,V2,1413,V3,V3,47293,V1,7040,2,V2,V1,1,V2,3,V3,1.0
497,0.0,54,yes,V1,11.0,V2,V1,V1,V3,2578,V3,V4,31986,V1,6767,4,V2,V1,1,V3,3,V2,1.0
498,1.0,67,yes,V5,5.0,V7,V1,V1,V3,14895,V1,V4,13013,V1,5421,4,V2,V2,1,V2,1,V3,1.0
499,0.0,30,yes,V4,39.0,V2,V5,V1,V2,14178,V3,V4,84492,V1,6875,4,V4,V2,2,V2,4,V3,1.0
500,0.0,29,yes,V3,15.0,V7,V5,V4,V3,3555,V3,V3,15501,V1,4305,2,V2,V1,1,V2,3,V3,1.0
501,0.0,30,yes,V1,9.0,V2,V1,V4,V4,2405,V3,V4,33118,V1,6458,3,V4,V1,1,V2,2,V3,1.0
502,1.0,40,yes,V3,15.0,V6,V2,V4,V2,4622,V3,V4,12486,V1,6623,2,V2,V2,1,V2,3,V3,1.0
503,0.0,36,yes,V3,17.0,V7,V1,V4,V1,1028,V3,V3,23347,V1,5094,3,V4,V1,2,V2,4,V2,1.0
504,0.0,29,yes,V2,36.0,V4,V5,V2,V3,3990,V1,V1,15219,V1,4617,2,V1,V1,1,V2,3,V2,1.0
505,1.0,30,yes,V3,48.0,V2,V1,V2,V4,5095,V3,V4,40125,V1,3792,3,V4,V2,1,V2,2,V2,1.0
506,0.0,38,yes,V5,12.0,V3,V1,V4,V4,803,V3,V3,65855,V1,5961,4,V2,V1,1,V2,4,V3,1.0
507,0.0,32,yes,V5,47.0,V3,V5,V4,V4,7237,V1,V3,64272,V1,4889,3,V3,V1,2,V2,3,V3,2.0
508,0.0,49,yes,V3,11.0,V7,V1,V4,V1,639,V3,V2,16050,V1,6311,2,V2,V1,1,V2,4,V1,1.0
509,1.0,27,yes,V2,35.0,V1,V1,V2,V4,9397,V3,V4,62158,V1,6273,4,V2,V2,1,V1,1,V4,1.0
510,1.0,33,yes,V1,23.0,V2,V1,V2,V2,2063,V3,V4,50739,V1,4420,2,V3,V2,1,V2,3,V2,1.0
511,0.0,28,no,V4,12.0,V3,V1,V2,V1,1103,V3,V3,56645,V3,5200,3,V2,V1,2,V2,4,V3,1.0
512,1.0,66,yes,V3,11.0,V3,V3,V2,V1,766,V3,V2,34309,V1,5031,3,V2,V1,1,V2,4,V3,1.0
513,0.0,26,yes,V3,29.0,V3,V5,V2,V4,1714,V3,V3,10988,V1,4285,1,V2,V1,1,V2,4,V2,1.0
514,1.0,27,yes,V2,20.347666971637693,V9,V1,V4,V4,8648,V1,V3,69730,V1,6615,2,V3,V2,2,V2,2,V3,1.0
515,1.0,22,yes,V2,12.0,V3,V1,V2,V1,1533,V3,V3,54933,V1,4756,1,V2,V1,1,V1,1,V4,1.0
516,0.0,28,yes,V3,17.0,V9,V5,V2,V1,1886,V1,V3,33600,V1,4374,4,V4,V1,2,V2,4,V4,1.0
517,0.0,51,yes,V5,36.0,V3,V5,V4,V4,3341,V3,V3,9252,V1,5052,2,V4,V2,1,V2,4,V3,1.0
518,0.0,32,yes,V3,36.0,V1,V1,V4,V3,4686,V3,V4,45356,V1,5923,2,V2,V2,1,V3,2,V3,1.0
519,0.0,34,yes,V5,36.0,V7,V1,V4,V4,6614,V3,V4,31713,V1,4858,4,V4,V2,2,V2,4,V3,1.0
520,1.0,23,yes,V3,32.0,V2,V3,V1,V4,4281,V3,V3,94787,V1,4908,4,V4,V1,2,V2,1,V2,1.0
521,1.0,21,yes,V3,45.0,V3,V2,V2,V2,3030,V3,V3,11224,V3,6097,4,V2,V1,1,V1,4,V3,1.0
522,0.0,25,yes,V2,12.0,V1,V5,V4,V4,2445,V3,V3,3457,V1,5848,4,V2,V2,1,V1,2,V4,1.0
523,0.0,28,yes,V3,23.0,V3,V1,V1,V4,3659,V3,V3,60924,V1,6984,4,V2,V1,1,V2,2,V2,1.0
524,1.0,31,yes,V5,30.0,V2,V5,V1,V2,6350,V3,V3,113579,V1,4560,4,V2,V1,1,V2,4,V3,1.0
525,1.0,41,yes,V5,11.0,V6,V1,V4,V4,718,V1,V2,21670,V1,5656,4,V2,V1,1,V2,4,V3,2.0
526,0.0,46,yes,V5,8.0,V7,V1,V1,V1,730,V3,V2,9856,V1,4437,4,V4,V1,2,V2,4,V3,1.0
527,1.0,29,yes,V4,41.0,V3,V5,V1,V4,7173,V3,V4,17237,V1,5162,3,V2,V2,1,V2,4,V2,1.0
528,0.0,30,yes,V3,36.0,V3,V1,V4,V4,9565,V2,V3,79021,V1,3240,2,V4,V1,2,V2,2,V2,1.0
529,1.0,58,yes,V5,48.0,V1,V1,V1,V3,6143,V2,V2,48659,V1,5099,4,V4,V1,2,V3,4,V2,1.0
530,0.0,43,yes,V3,11.0,V3,V1,V3,V4,1881,V3,V2,55435,V1,5294,2,V2,V2,1,V1,2,V2,1.0
531,0.0,24,yes,V4,8.0,V2,V5,V2,V4,2030,V3,V3,22527,V1,5012,1,V2,V2,1,V2,2,V3,1.0
532,0.0,24,yes,V5,12.0,V2,V1,V1,V2,651,V3,V3,43266,V1,4631,4,V2,V1,1,V1,4,V2,1.0
533,1.0,34,yes,V5,11.0,V1,V1,V1,V3,3385,V3,V3,11542,V1,3509,4,V2,V2,1,V3,3,V3,1.0
534,0.0,64,yes,V3,10.0,V7,V1,V4,V4,1364,V3,V3,38570,V1,5488,4,V2,V2,1,V2,2,V2,1.0
535,0.0,43,yes,V2,11.0,V1,V2,V2,V2,1803,V3,V3,7113,V1,5706,4,V4,V1,1,V2,3,V3,1.0
536,0.0,42,yes,V5,12.0,V2,V1,V4,V1,1934,V3,V3,57472,V1,6110,4,V4,V2,3,V2,4,V3,1.0
537,0.0,42,yes,V5,11.0,V2,V1,V4,V2,3331,V2,V3,92541,V1,6197,4,V4,V1,1,V2,2,V3,1.0
538,1.0,29,yes,V5,21.0,V7,V5,V4,V3,12679,V3,V4,59977,V1,5292,4,V4,V2,1,V3,4,V3,1.0
539,0.0,36,yes,V3,14.0,V1,V3,V3,V4,2360,V3,V3,7188,V1,5570,2,V4,V2,1,V2,2,V3,1.0
540,1.0,32,yes,V3,18.0,V3,V1,V2,V4,1245,V3,V3,52863,V1,3947,2,V4,V1,1,V2,4,V4,1.0
541,0.0,32,yes,V4,39.0,V6,V2,V2,V3,11759,V3,V3,12148,V1,2614,3,V3,V2,1,V1,2,V3,1.0
542,0.0,25,yes,V4,22.0,V7,V5,V4,V2,1282,V3,V3,12891,V1,3507,4,V2,V1,1,V1,4,V2,1.0
543,0.0,29,yes,V2,24.0,V2,V5,V2,V2,2332,V1,V2,38042,V1,6302,2,V3,V1,1,V2,4,V3,1.0
544,1.0,54,yes,V1,17.0,V5,V1,V1,V3,1189,V3,V1,29966,V1,4873,4,V4,V1,3,V3,2,V2,2.0
545,1.0,33,yes,V2,35.0,V7,V1,V1,V4,1841,V3,V3,15790,V1,5139,4,V2,V2,1,V2,4,V2,1.0
546,1.0,27,yes,V2,23.0,V1,V3,V2,V4,4113,V3,V3,26586,V1,4678,4,V2,V1,1,V1,3,V2,1.0
547,0.0,51,yes,V5,11.0,V7,V5,V4,V3,2133,V3,V4,16576,V1,5536,4,V2,V2,1,V3,4,V2,1.0
548,0.0,42,yes,V5,6.0,V7,V2,V1,V2,1203,V3,V3,77649,V1,6521,2,V2,V2,1,V2,3,V3,1.0
549,0.0,55,yes,V5,23.0,V3,V1,V1,V4,1603,V3,V3,98910,V1,3820,4,V2,V1,1,V2,4,V2,1.0
550,1.0,23,yes,V2,24.0,V7,V1,V2,V1,1246,V2,V2,47733,V1,5366,2,V2,V1,1,V2,4,V3,1.0
551,1.0,27,yes,V3,12.0,V3,V1,V1,V2,6199,V3,V3,59349,V1,3534,2,V5,V2,2,V1,4,V3,1.0
552,1.0,35,yes,V5,23.0,V3,V3,V4,V4,2396,V1,V3,23037,V1,3806,2,V2,V2,2,V2,3,V3,1.0
553,0.0,75,yes,V1,5.0,V7,V5,V1,V2,1373,V3,V4,21314,V1,5642,3,V2,V2,1,V2,4,V2,1.0
554,0.0,31,yes,V2,9.0,V1,V5,V4,V1,2901,V3,V3,155195,V1,4518,4,V2,V1,1,V1,1,V2,1.0
555,1.0,20,yes,V3,23.0,V7,V1,V2,V2,2718,V3,V2,114527,V1,8633,4,V2,V2,1,V1,3,V2,1.0
556,0.0,47,yes,V5,18.0,V2,V1,V4,V2,3421,V1,V3,19479,V1,5208,4,V2,V2,3,V2,4,V3,2.0
557,0.0,34,yes,V3,36.0,V1,V1,V2,V4,5800,V3,V3,48766,V1,5621,4,V4,V2,2,V2,3,V3,1.0
558,1.0,23,yes,V2,60.0,V7,V2,V2,V2,7407,V3,V4,23620,V1,4999,2,V2,V1,1,V2,4,V2,1.0
559,0.0,39,yes,V3,12.0,V3,V1,V1,V1,701,V3,V2,22728,V1,4054,2,V2,V1,1,V2,4,V4,1.0
560,0.0,33,yes,V3,7.0,V3,V1,V2,V1,2414,V3,V3,63550,V3,3971,2,V2,V1,1,V2,3,V3,1.0
561,0.0,23,yes,V1,24.0,V3,V3,V2,V3,3757,V3,V1,64014,V1,4954,4,V2,V1,1,V1,1,V2,1.0
562,0.0,27,yes,V3,30.0,V9,V1,V2,V4,4220,V3,V3,20763,V1,2938,1,V5,V1,2,V2,2,V2,1.0
563,0.0,22,yes,V2,23.0,V2,V1,V1,V3,3148,V1,V3,39890,V1,5191,1,V2,V1,1,V3,4,V3,1.0
564,1.0,22,yes,V2,11.0,V7,V2,V2,V2,835,V1,V2,49425,V1,5397,2,V2,V1,1,V2,4,V2,1.0
565,0.0,30,yes,V3,36.0,V1,V5,V4,V4,11054,V3,V4,47387,V1,2285,2,V4,V2,1,V2,4,V3,1.0
566,0.0,56,yes,V5,23.0,V3,V4,V1,V2,1230,V3,V4,43371,V1,5493,4,V4,V2,2,V1,4,V2,1.0
567,1.0,22,yes,V2,5.0,V6,V1,V1,V2,448,V3,V3,10938,V1,5223,4,V2,V1,1,V2,4,V2,1.0
568,0.0,65,yes,V1,42.0,V5,V1,V1,V4,3393,V3,V1,14703,V2,5027,4,V4,V1,2,V2,4,V3,1.0
569,0.0,33,yes,V3,29.0,V3,V1,V4,V4,2830,V3,V3,96561,V1,4926,2,V4,V2,1,V2,4,V2,1.0
570,0.0,43,yes,V3,11.0,V7,V3,V4,V1,1162,V3,V3,52858,V1,4995,4,V4,V2,1,V2,4,V3,1.0
571,0.0,35,yes,V4,24.0,V1,V1,V4,V4,2345,V3,V3,22907,V1,6319,3,V4,V2,2,V2,4,V3,1.0
572,1.0,28,yes,V3,36.0,V2,V1,V4,V4,3348,V3,V4,43544,V1,3575,2,V2,V2,1,V2,4,V2,1.0
573,0.0,27,yes,V3,60.0,V3,V5,V2,V1,7418,V3,V2,59875,V1,5079,1,V3,V1,1,V2,1,V3,1.0
574,0.0,25,yes,V5,24.0,V3,V5,V4,V4,999,V3,V3,29730,V1,5473,2,V2,V1,2,V2,4,V3,1.0
575,1.0,25,yes,V3,10.0,V2,V1,V4,V1,2210,V1,V2,39243,V1,4515,2,V2,V1,1,V1,2,V3,1.0
576,1.0,25,yes,V2,23.0,V2,V1,V2,V4,4736,V1,V2,19030,V1,6225,4,V4,V1,1,V2,2,V2,1.0
577,1.0,23,yes,V2,5.0,V6,V4,V2,V2,433,V1,V3,40072,V1,5128,2,V1,V1,1,V1,4,V2,2.0
578,0.0,35,yes,V3,18.0,V9,V4,V2,V2,1941,V3,V2,48510,V1,2634,2,V2,V2,1,V2,4,V3,1.0
579,1.0,34,yes,V4,48.0,V9,V2,V2,V3,3844,V3,V2,27309,V1,5632,4,V5,V1,1,V3,4,V3,2.0
580,0.0,41,yes,V5,18.0,V9,V5,V2,V2,2427,V3,V3,38900,V1,6415,2,V3,V1,2,V2,4,V3,1.0
581,0.0,36,yes,V4,11.0,V9,V1,V4,V4,1541,V3,V3,28831,V1,6093,4,V2,V2,1,V2,2,V3,1.0
582,0.0,28,yes,V2,24.0,V1,V1,V4,V3,2679,V3,V4,19924,V1,6459,1,V2,V2,1,V2,4,V2,1.0
583,0.0,61,yes,V5,23.0,V7,V1,V4,V3,3756,V3,V3,126233,V2,4979,4,V2,V2,1,V3,4,V2,1.0
584,0.0,36,yes,V1,48.0,V7,V5,V2,V3,12169,V3,V4,80203,V2,4628,4,V1,V2,1,V3,4,V3,1.0
585,0.0,36,yes,V5,11.0,V3,V5,V3,V4,3398,V3,V4,24590,V1,3258,3,V2,V1,1,V2,2,V3,1.0
586,0.0,42,yes,V5,12.0,V3,V3,V4,V2,522,V3,V3,36592,V1,3613,4,V4,V2,2,V2,4,V3,1.0
587,0.0,20,yes,V2,10.0,V2,V4,V2,V1,1577,V3,V3,41242,V1,4186,1,V2,V1,1,V2,4,V2,1.0
588,0.0,31,yes,V4,11.0,V2,V1,V4,V1,1736,V3,V2,50080,V1,5463,4,V2,V1,1,V2,3,V2,1.0
589,0.0,24,yes,V4,48.0,V7,V5,V2,V4,8487,V3,V3,25968,V1,3658,2,V2,V1,1,V2,1,V2,1.0
590,0.0,27,yes,V2,20.0,V3,V1,V1,V2,2605,V3,V4,22321,V1,5212,4,V2,V2,1,V1,4,V2,1.0
591,0.0,25,yes,V2,24.0,V2,V1,V3,V4,3749,V3,V3,16586,V1,5306,4,V2,V1,1,V2,2,V2,1.0
592,0.0,29,yes,V4,48.0,V9,V2,V2,V4,3565,V3,V3,14527,V1,4336,2,V1,V1,1,V2,4,V3,1.0
593,0.0,28,yes,V4,6.0,V3,V1,V4,V1,2107,V3,V3,21827,V1,5292,2,V2,V1,1,V1,2,V4,1.0
594,0.0,74,yes,V3,24.0,V9,V1,V4,V1,4525,V3,V4,45982,V1,2555,2,V4,V2,1,V2,3,V3,1.0
595,0.0,27,no,V2,10.0,V2,V5,V1,V1,2131,V3,V3,14226,V2,3623,3,V4,V1,2,V1,2,V2,1.0
